url,prediction,score,url_length,domain_length,tld,has_ip,num_special_chars,has_https,has_www,pct_ext_hyperlinks,pct_ext_resource_urls,ext_favicon
https://www.facebook.com/?locale=zh_TW,benign,0.0,38,16,com,0,3,1,1,0.9791666666666666,0.015957446808510637,1.0
https://www.facebook.com/,benign,0.0,25,16,com,0,0,1,1,0.9791666666666666,0.015957446808510637,1.0
https://tw.yahoo.com/,benign,0.0,21,12,com,0,0,1,0,0.9922480620155039,0.07341092211280215,1.0
https://tw.news.yahoo.com/,benign,0.0,26,17,com,0,0,1,0,0.9966216216216216,0.0398098633392751,1.0
https://www.southbankmosaics.com,benign,0.0,32,24,com,0,0,1,1,0.9724770642201835,0.10600706713780919,0.0
https://www.uni-mainz.de,benign,0.0,24,16,de,0,1,1,1,0.6666666666666666,0.3413173652694611,0.0
https://www.aap.org,benign,0.0,19,11,org,0,0,1,1,0.996031746031746,0.018884892086330936,1.0
https://www.faceb00k.com/?locale=zh_TW,benign,0.0,38,16,com,0,3,1,1,0.0,0.0,0.0
https://www.facebook.c0m/,benign,0.0,25,16,c0m,0,0,1,1,0.0,0.0,0.0
https://www.religionenlibertad.com,benign,0.0,34,26,com,0,0,1,1,0.9966329966329966,0.07717041800643087,1.0
http://www.ooguy.com,benign,0.0,20,13,com,0,0,0,1,0.8333333333333334,0.1694915254237288,0.0
http://www.teramill.com,benign,0.0,23,16,com,0,0,0,1,0.95,0.011834319526627219,1.0
http://www.kuradox92.lima-city.de,benign,0.0,33,26,de,0,1,0,1,0.0,0.0,0.0
