url,prediction,score,url_length,domain_length,tld,has_ip,num_special_chars,has_https,has_www,pct_ext_hyperlinks,pct_ext_resource_urls,ext_favicon
https://www.facebook.com/?locale=zh_TW,malicious,2.5683093554107472e-05,38,16,com,0,3,1,1,0.9795918367346939,0.015789473684210527,1.0
https://www.facebook.com/,malicious,4.245668606017716e-05,25,16,com,0,0,1,1,0.9795918367346939,0.015544041450777202,1.0
https://tw.yahoo.com/,malicious,4.18068528175354,21,12,com,0,0,1,0,0.9921875,0.07303877366997295,1.0
https://tw.news.yahoo.com/,malicious,2.920675575733185,26,17,com,0,0,1,0,0.9965397923875432,0.046027397260273974,1.0
https://www.southbankmosaics.com,malicious,0.006466209888458252,32,24,com,0,0,1,1,0.9724770642201835,0.10600706713780919,0.0
https://www.uni-mainz.de,malicious,1.0193800962848484e-12,24,16,de,0,1,1,1,0.6666666666666666,0.3413173652694611,0.0
https://www.aap.org,malicious,3.681615234896185e-08,19,11,org,0,0,1,1,0.996031746031746,0.018884892086330936,1.0
https://www.faceb00k.com/?locale=zh_TW,malicious,0.03546086838468909,38,16,com,0,3,1,1,0.0,0.0,0.0
https://www.facebook.c0m/,malicious,2.741258442401886,25,16,c0m,0,0,1,1,0.0,0.0,0.0
https://www.religionenlibertad.com,malicious,0.04920910578221083,34,26,com,0,0,1,1,0.9966329966329966,0.08253968253968254,1.0
http://www.ooguy.com,benign,6.648573279380798,20,13,com,0,0,0,1,0.8333333333333334,0.1694915254237288,0.0
http://www.teramill.com,benign,9.998638033866882,23,16,com,0,0,0,1,0.95,0.011834319526627219,1.0
http://www.kuradox92.lima-city.de,benign,10.0,33,26,de,0,1,0,1,0.0,0.0,0.0
