url,prediction,score,url_length,domain_length,tld,has_ip,num_special_chars,has_https,has_www,pct_ext_hyperlinks,pct_ext_resource_urls,ext_favicon,feedback
https://www.facebook.com/?locale=zh_TW,malicious,5.683615131812057e-13,38,16,com,0,3,1,1,0.9795918367346939,0.015544041450777202,1.0,5.0
https://www.facebook.com/,malicious,1.3238161380903918e-12,25,16,com,0,0,1,1,0.9795918367346939,0.015873015873015872,1.0,5.0
https://tw.yahoo.com/,benign,5.174146890640259,21,12,com,0,0,1,0,0.9921875,0.07303877366997295,1.0,5.0
https://tw.news.yahoo.com/,benign,9.95368242263794,26,17,com,0,0,1,0,0.9965397923875432,0.04610318331503842,1.0,5.0
https://www.southbankmosaics.com,malicious,1.278148520356126e-07,32,24,com,0,0,1,1,0.9724770642201835,0.10600706713780919,0.0,5.0
https://www.uni-mainz.de,malicious,1.8101610705159588e-11,24,16,de,0,1,1,1,0.6666666666666666,0.3413173652694611,0.0,5.0
https://www.aap.org,malicious,4.479490996883717e-11,19,11,org,0,0,1,1,0.996031746031746,0.018884892086330936,1.0,5.0
https://www.faceb00k.com/?locale=zh_TW,malicious,7.731033770847859e-21,38,16,com,0,3,1,1,0.0,0.0,0.0,5.0
https://www.facebook.c0m/,malicious,8.557454338511682e-18,25,16,c0m,0,0,1,1,0.0,0.0,0.0,5.0
https://www.religionenlibertad.com,malicious,3.346922961000587e-08,34,26,com,0,0,1,1,0.9966329966329966,0.08253968253968254,1.0,5.0
http://www.ooguy.com,benign,9.675878882408142,20,13,com,0,0,0,1,0.8333333333333334,0.1694915254237288,0.0,5.0
http://www.teramill.com,benign,9.99770998954773,23,16,com,0,0,0,1,0.95,0.011834319526627219,1.0,5.0
http://www.kuradox92.lima-city.de,benign,10.0,33,26,de,0,1,0,1,0.0,0.0,0.0,5.0
