url,prediction,score,url_length,domain_length,tld,has_ip,num_special_chars,has_https,has_www,pct_ext_hyperlinks,pct_ext_resource_urls,ext_favicon,num_dots,subdomain_level,path_level,num_dash,num_dash_in_hostname,at_symbol,tilde_symbol,num_underscore,num_percent,num_query_components,num_ampersand,num_hash,num_numeric_chars,no_https,random_string,ip_address,domain_in_subdomains,domain_in_paths,https_in_hostname,hostname_length,path_length,query_length,double_slash_in_path,num_sensitive_words,embedded_brand_name,insecure_forms,relative_form_action,ext_form_action,abnormal_form_action
https://www.facebook.com/?locale=zh_TW,malicious,3.7893182039260864,38,16,com,0,3,1,1,0.9795918367346939,0.015463917525773196,1.0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,16,1,12,0,0,1,0,1,1,0
https://www.facebook.com/,malicious,4.009274244308472,25,16,com,0,0,1,1,0.9795918367346939,0.015463917525773196,1.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,0,0,0,1,0,1,1,0
https://tw.yahoo.com/,malicious,3.3827221393585205,21,12,com,0,0,1,0,0.991869918699187,0.07410881801125703,1.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,1,0
https://tw.news.yahoo.com/,malicious,3.382393717765808,26,17,com,0,0,1,0,0.9965635738831615,0.04367053620784964,1.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0
https://www.southbankmosaics.com,malicious,3.3944782614707947,32,24,com,0,0,1,1,0.9724770642201835,0.10600706713780919,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,24,0,0,0,0,0,0,0,0,0
https://www.uni-mainz.de,malicious,4.804392457008362,24,16,de,0,1,1,1,0.6666666666666666,0.36075949367088606,0.0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
https://www.aap.org,malicious,3.4507718682289124,19,11,org,0,0,1,1,0.9960474308300395,0.018850987432675045,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0
https://www.faceb00k.com/?locale=zh_TW,malicious,3.3896151185035706,38,16,com,0,3,1,1,0.0,0.0,0.0,2,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,16,1,12,0,0,0,0,0,0,0
https://www.facebook.c0m/,malicious,3.9593464136123657,25,16,c0m,0,0,1,1,0.0,0.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1,0,0,0,1,0,0,0,0
https://www.religionenlibertad.com,malicious,3.6887189745903015,34,26,com,0,0,1,1,0.9966666666666667,0.07977883096366509,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0,1,1,0
http://www.ooguy.com,malicious,4.919521808624268,20,13,com,0,0,0,1,0.8333333333333334,0.1694915254237288,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0
http://www.teramill.com,malicious,4.461813867092133,23,16,com,0,0,0,1,0.95,0.011834319526627219,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16,0,0,0,0,0,0,0,1,0
http://www.kuradox92.lima-city.de,benign,6.2985265254974365,33,26,de,0,1,0,1,0.0,0.0,0.0,3,2,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
